trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
173,False,"{'a': 0.6524374681640519, 'e': 0.6524374681640519}",25,15,-16.160961348429925,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
174,False,"{'a': 0.648640115686581, 'e': 0.648640115686581}",20,0,-110.06039230787336,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
175,False,"{'a': 0.6448265472400012, 'e': 0.6448265472400012}",35,17,-33.59521044957535,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
176,False,"{'a': 0.6409968581633252, 'e': 0.6409968581633252}",20,16,6.085989212592033,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.6371511441985802, 'e': 0.6371511441985802}",20,0,-25.09416347447061,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
178,False,"{'a': 0.6332895014884152, 'e': 0.6332895014884152}",25,15,-46.82161018095551,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
179,False,"{'a': 0.6294120265736969, 'e': 0.6294120265736969}",25,16,7.838874954199149,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.6255188163910961, 'e': 0.6255188163910961}",25,0,-43.910081122405686,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
181,False,"{'a': 0.6216099682706645, 'e': 0.6216099682706645}",30,5,-98.27969037601048,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",1
182,False,"{'a': 0.6176855799334017, 'e': 0.6176855799334017}",20,13,13.476446619514103,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.6137457494888116, 'e': 0.6137457494888116}",25,14,-35.06263719044142,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
184,False,"{'a': 0.6097905754324502, 'e': 0.6097905754324502}",25,17,6.534471556963441,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.6058201566434629, 'e': 0.6058201566434629}",30,12,-25.234105306214882,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
186,False,"{'a': 0.6018345923821126, 'e': 0.6018345923821126}",25,4,-10.140181270224705,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.5978339822872982, 'e': 0.5978339822872982}",20,4,-28.783165736567348,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 0}",1
188,False,"{'a': 0.5938184263740639, 'e': 0.5938184263740639}",20,0,-8.847424386482007,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
189,False,"{'a': 0.5897880250310983, 'e': 0.5897880250310983}",20,0,-20.581806023316645,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
190,False,"{'a': 0.5857428790182249, 'e': 0.5857428790182249}",30,14,-42.78355947363872,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
191,False,"{'a': 0.5816830894638835, 'e': 0.5816830894638835}",25,2,-33.52124390629737,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 0}",1
192,False,"{'a': 0.5776087578626015, 'e': 0.5776087578626015}",20,14,2.0119025507348702,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5735199860724567, 'e': 0.5735199860724567}",25,3,-59.55499062484899,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 0}",1
194,False,"{'a': 0.5694168763125309, 'e': 0.5694168763125309}",20,9,1.342618054081948,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.5652995311603544, 'e': 0.5652995311603544}",25,0,-92.66154149363857,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 2}",0
196,False,"{'a': 0.5611680535493415, 'e': 0.5611680535493415}",20,0,-179.4339774194466,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 4}",0
197,False,"{'a': 0.5570225467662173, 'e': 0.5570225467662173}",20,0,-41.35704843383728,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
198,False,"{'a': 0.5528631144484356, 'e': 0.5528631144484356}",25,8,-96.5723323119853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 3}",1
199,False,"{'a': 0.5486898605815876, 'e': 0.5486898605815876}",20,0,-67.06276738866165,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
200,False,"{'a': 0.5445028894968027, 'e': 0.5445028894968027}",20,11,0.23083949031288276,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5403023058681398, 'e': 0.5403023058681398}",20,0,-79.34260424609745,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
202,False,"{'a': 0.5360882147099708, 'e': 0.5360882147099708}",20,6,-30.044692541840732,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
203,False,"{'a': 0.5318607213743555, 'e': 0.5318607213743555}",30,18,-17.629455370614583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
204,False,"{'a': 0.5276199315484067, 'e': 0.5276199315484067}",25,12,-17.259831846754054,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
205,False,"{'a': 0.5233659512516496, 'e': 0.5233659512516496}",30,15,-48.45418084029828,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
206,False,"{'a': 0.5190988868333698, 'e': 0.5190988868333698}",25,0,-34.29094035913765,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
207,False,"{'a': 0.5148188449699553, 'e': 0.5148188449699553}",20,7,-31.873469822466554,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
208,False,"{'a': 0.5105259326622303, 'e': 0.5105259326622303}",20,0,-70.70190498312849,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
209,False,"{'a': 0.5062202572327784, 'e': 0.5062202572327784}",20,0,-18.25787961495657,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
210,False,"{'a': 0.5019019263232615, 'e': 0.5019019263232615}",20,12,-43.0842759761969,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
211,False,"{'a': 0.497571047891727, 'e': 0.497571047891727}",25,0,-16.66699347053752,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
212,False,"{'a': 0.4932277302099105, 'e': 0.4932277302099105}",20,1,-74.64318367302003,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 1}",1
213,False,"{'a': 0.48887208186052755, 'e': 0.48887208186052755}",35,0,-123.18042605500762,"{0: 25, 1: 3, 2: 3, 3: 2, 4: 2}",0
214,False,"{'a': 0.4845042117345603, 'e': 0.4845042117345603}",25,4,-47.26498525835213,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
215,False,"{'a': 0.48012422902853413, 'e': 0.48012422902853413}",25,13,-10.307508750556073,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.4757322432417888, 'e': 0.4757322432417888}",25,2,-11.04879102761711,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
217,False,"{'a': 0.47132836417373997, 'e': 0.47132836417373997}",20,0,-85.20491715030799,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
218,False,"{'a': 0.4669127019211353, 'e': 0.4669127019211353}",20,8,13.110232607987651,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.4624853668753008, 'e': 0.4624853668753008}",20,3,-10.372950262418804,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
220,False,"{'a': 0.45804646971938234, 'e': 0.45804646971938234}",25,0,-19.766323326099293,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
221,False,"{'a': 0.4535961214255773, 'e': 0.4535961214255773}",25,10,-64.43967819523236,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
222,False,"{'a': 0.4491344332523616, 'e': 0.4491344332523616}",20,1,28.893818857585494,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.44466151674170673, 'e': 0.44466151674170673}",20,16,7.2545217657666905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.440177483716293, 'e': 0.440177483716293}",20,14,12.76828094825245,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.43568244627671204, 'e': 0.43568244627671204}",20,13,16.195230668746014,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.4311765167986662, 'e': 0.4311765167986662}",25,8,-15.147113245046693,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.42665980793015723, 'e': 0.42665980793015723}",30,19,-33.05386081816068,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
228,False,"{'a': 0.422132432588672, 'e': 0.422132432588672}",25,0,-43.799022757019976,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
229,False,"{'a': 0.41759450395835795, 'e': 0.41759450395835795}",25,3,-39.88682600883688,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
230,False,"{'a': 0.4130461354871949, 'e': 0.4130461354871949}",20,0,2.440002554920312,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
231,False,"{'a': 0.40848744088415717, 'e': 0.40848744088415717}",20,16,8.905681786862925,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.40391853411637296, 'e': 0.40391853411637296}",20,5,-70.73130223775615,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
233,False,"{'a': 0.3993395294062732, 'e': 0.3993395294062732}",30,0,-32.6710749755161,"{0: 23, 1: 4, 2: 2, 3: 1, 4: 0}",0
234,False,"{'a': 0.39475054122873704, 'e': 0.39475054122873704}",20,8,21.393860690993034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.3901516843082303, 'e': 0.3901516843082303}",20,14,1.2861252508859682,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.385543073615936, 'e': 0.385543073615936}",25,0,31.79512302215432,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.3809248243668818, 'e': 0.3809248243668818}",30,13,21.993133629363136,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.3762970520170581, 'e': 0.3762970520170581}",20,14,6.635689011468641,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.371659872260533, 'e': 0.371659872260533}",20,9,7.761216901452764,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.3670134010265584, 'e': 0.3670134010265584}",20,0,-53.10836386675837,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
241,False,"{'a': 0.3623577544766736, 'e': 0.3623577544766736}",25,16,7.275246225016688,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.3576930490017995, 'e': 0.3576930490017995}",25,0,11.767015406838716,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
243,False,"{'a': 0.35301940121933034, 'e': 0.35301940121933034}",20,0,-39.417749484210674,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
244,False,"{'a': 0.348336927970217, 'e': 0.348336927970217}",25,15,5.079809979094363,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.34364574631604705, 'e': 0.34364574631604705}",20,9,-21.5688320445938,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
246,False,"{'a': 0.3389459735361172, 'e': 0.3389459735361172}",20,0,-93.62980875975147,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
247,False,"{'a': 0.3342377271245026, 'e': 0.3342377271245026}",20,0,-46.90469570535074,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
248,False,"{'a': 0.32952112478711787, 'e': 0.32952112478711787}",25,19,-3.0634671974910495,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.32479628443877623, 'e': 0.32479628443877623}",20,0,-3.5400933139130633,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
250,False,"{'a': 0.32006332420023986, 'e': 0.32006332420023986}",25,11,-6.081970324533204,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
251,False,"{'a': 0.3153223623952687, 'e': 0.3153223623952687}",35,13,-30.463875902518758,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
252,False,"{'a': 0.3105735175476604, 'e': 0.3105735175476604}",20,8,9.116763810863313,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.3058169083782893, 'e': 0.3058169083782893}",20,0,-38.12685323614471,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
254,False,"{'a': 0.3010526538021365, 'e': 0.3010526538021365}",25,0,4.612622027004155,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
255,False,"{'a': 0.2962808729253187, 'e': 0.2962808729253187}",30,16,13.318262533484166,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.2915016850421088, 'e': 0.2915016850421088}",20,7,-24.159798256582462,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
257,False,"{'a': 0.28671520963195546, 'e': 0.28671520963195546}",30,13,-16.337066120020843,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.2819215663564944, 'e': 0.2819215663564944}",25,17,-18.473638829239295,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
259,False,"{'a': 0.2771208750565576, 'e': 0.2771208750565576}",20,0,6.716525582816712,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.272313255749178, 'e': 0.272313255749178}",25,14,-9.67470149547409,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
261,False,"{'a': 0.26749882862458735, 'e': 0.26749882862458735}",25,0,-71.18362785217106,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
262,False,"{'a': 0.26267771404321355, 'e': 0.26267771404321355}",20,11,-8.161328732571526,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.2578500325326696, 'e': 0.2578500325326696}",25,3,-18.220383625238416,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.25301590478474223, 'e': 0.25301590478474223}",30,19,4.247322547821497,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.2481754516523729, 'e': 0.2481754516523729}",20,6,17.660003875789236,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.24332879414663827, 'e': 0.24332879414663827}",30,1,27.642100636355615,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.23847605343372313, 'e': 0.23847605343372313}",20,5,-14.877086534817847,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
268,False,"{'a': 0.23361735083189297, 'e': 0.23361735083189297}",25,13,8.616906858512111,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.22875280780845939, 'e': 0.22875280780845939}",20,8,-0.5153031825778709,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.22388254597674498, 'e': 0.22388254597674498}",25,17,14.039093287075834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.2190066870930415, 'e': 0.2190066870930415}",25,11,-24.864199964527554,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
272,False,"{'a': 0.21412535305356747, 'e': 0.21412535305356747}",20,0,-49.619042368729076,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
273,False,"{'a': 0.20923866589141926, 'e': 0.20923866589141926}",20,9,-3.4976439900096192,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.2043467477735218, 'e': 0.2043467477735218}",20,16,8.506854938520055,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.19944972099757285, 'e': 0.19944972099757285}",25,10,26.92390955213399,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.19454770798898718, 'e': 0.19454770798898718}",25,17,16.131968170862628,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.18964083129783424, 'e': 0.18964083129783424}",25,15,5.484815574514683,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.1847292135957762, 'e': 0.1847292135957762}",20,9,5.075259209741843,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.17981297767299934, 'e': 0.17981297767299934}",25,15,15.101174373441385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.17489224643514614, 'e': 0.17489224643514614}",20,13,11.37584459754611,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.16996714290024081, 'e': 0.16996714290024081}",30,8,-44.14315041130142,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
282,False,"{'a': 0.16503779019561562, 'e': 0.16503779019561562}",30,15,7.56812499605516,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
283,False,"{'a': 0.16010431155483126, 'e': 0.16010431155483126}",20,12,12.63655600333442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.15516683031459658, 'e': 0.15516683031459658}",25,0,13.829075004386755,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
285,False,"{'a': 0.15022546991168584, 'e': 0.15022546991168584}",35,0,38.01844197681061,"{0: 33, 1: 1, 2: 1, 3: 0, 4: 0}",0
286,False,"{'a': 0.14528035387985133, 'e': 0.14528035387985133}",25,19,7.67860027565073,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.1403316058467367, 'e': 0.1403316058467367}",30,16,23.23430264737798,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.13537934953078465, 'e': 0.13537934953078465}",25,12,21.44298339975682,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.13042370873814554, 'e': 0.13042370873814554}",25,17,3.255543238023828,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.12546480735958065, 'e': 0.12546480735958065}",25,16,-24.999328549614717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
291,False,"{'a': 0.1205027693673666, 'e': 0.1205027693673666}",25,14,9.636587986292886,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.11553771881219435, 'e': 0.11553771881219435}",30,24,11.20580160762934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.11056977982006957, 'e': 0.11056977982006957}",25,16,15.338454950074917,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.10559907658920793, 'e': 0.10559907658920793}",25,17,7.829828341447955,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.10062573338693172, 'e': 0.10062573338693172}",20,0,7.832150305055142,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.09564987454656154, 'e': 0.09564987454656154}",25,11,16.14162646922047,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.09067162446430967, 'e': 0.09067162446430967}",20,12,13.266106385750785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.08569110759616845, 'e': 0.08569110759616845}",35,18,31.2221603734295,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.08070844845480062, 'e': 0.08070844845480062}",20,0,29.08679752661099,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.07572377160642475, 'e': 0.07572377160642475}",25,13,21.771647344110722,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.0707372016677029, 'e': 0.0707372016677029}",25,14,21.660051938811044,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.06574886330262336, 'e': 0.06574886330262336}",20,7,21.396566028597984,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.0607588812193859, 'e': 0.0607588812193859}",20,0,26.011075553043526,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
304,False,"{'a': 0.05576738016728225, 'e': 0.05576738016728225}",25,16,4.028805990243409,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.05077448493357918, 'e': 0.05077448493357918}",25,11,26.59387065550507,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.04578032034039706, 'e': 0.04578032034039706}",35,0,48.81669450121062,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.040785011241591035, 'e': 0.040785011241591035}",25,3,39.22786450928692,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.03578868251962797, 'e': 0.03578868251962797}",35,19,30.818886079458707,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.030791459082466124, 'e': 0.030791459082466124}",25,8,30.392043653223556,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.02579346586043094, 'e': 0.02579346586043094}",25,14,12.259078407114094,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.02079482780309243, 'e': 0.02079482780309243}",25,17,18.22994575817949,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.01579566987614213, 'e': 0.01579566987614213}",20,16,8.99212454348017,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.010796117058267392, 'e': 0.010796117058267392}",25,15,19.061832125676844,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.00579629433802872, 'e': 0.00579629433802872}",20,1,30.29075325423638,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,9,27.673611241466777,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,14,9.280059537944972,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,16,8.908366840631428,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,11,13.58920759694331,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,8,28.326673802433902,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,3,26.004584866851726,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,18,11.26468418577903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,12,34.65738518678618,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,9,24.338899905302583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",35,21,26.566397395412046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,18,12.111105732100533,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,12,20.417805416666816,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,20,10.324076960951363,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,17,17.95147398147952,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,11,12.577040204247233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,8,16.127040094299296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,3,30.29746506107973,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,7,39.352551552895584,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,6,25.067762430860014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,21,21.705415155389804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,12,23.807120959220317,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,18,11.000258360261729,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,17,17.562914290055033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,7,26.50337952396652,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,13,18.247133413146933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,10,14.749274015707048,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,9,19.362769882387205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,11,17.076394033620723,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,13,12.205610445065432,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,6,21.268010428362928,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,16,7.907257478580636,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",25,18,13.530801842511734,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",30,20,16.819324384121334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,18,12.013172945459164,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,0,27.31769689760355,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
36,True,"{'a': 0, 'e': 0}",30,16,27.61422228023084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,9,24.37203488300321,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",30,10,33.10241358608508,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
